Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFG%,WFGM3,WFGA3,WFG3%,WFTM,WFTA,WFT%,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFG%,LFGM3,LFGA3,LFG3%,LFTM,LFTA,LFT%,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
2005,136,1452,63,1166,61,N,0,22,46,0.478,8,20,0.400,11,13,0.846,8,21,19,16,12,4,15,21,50,0.420,8,20,0.400,11,13,0.846,10,17,12,17,8,3,16
2005,136,1454,83,1104,73,N,0,26,50,0.520,12,21,0.571,19,28,0.679,8,14,20,7,6,1,18,26,50,0.520,9,23,0.391,12,16,0.750,12,22,17,19,3,3,20
2005,137,1137,64,1242,63,N,0,22,55,0.400,8,31,0.258,12,16,0.750,9,21,17,9,10,1,21,20,46,0.435,1,11,0.091,22,27,0.815,8,26,14,13,5,3,15
2005,137,1163,77,1416,71,N,0,29,58,0.500,3,6,0.500,16,25,0.640,14,29,17,13,7,6,13,21,61,0.344,11,28,0.393,18,21,0.857,12,17,16,10,10,6,21
2005,137,1181,57,1175,46,N,0,16,39,0.410,6,20,0.300,19,29,0.655,5,27,9,8,5,6,15,19,52,0.365,5,15,0.333,3,6,0.500,9,21,10,11,3,1,23
2005,137,1196,67,1325,62,N,0,21,54,0.389,7,23,0.304,18,19,0.947,11,21,15,16,11,8,21,18,46,0.391,9,18,0.500,17,26,0.654,10,23,8,20,8,5,21
2005,137,1210,80,1203,68,N,0,28,56,0.500,7,16,0.438,17,22,0.773,10,32,11,17,10,3,22,29,65,0.446,6,16,0.375,4,16,0.250,12,22,19,14,9,4,20
2005,137,1235,64,1278,53,N,0,25,57,0.439,2,8,0.250,12,19,0.632,15,24,11,13,12,8,17,21,63,0.333,5,23,0.217,6,10,0.600,20,21,8,17,9,1,18
2005,137,1257,68,1418,62,N,0,22,57,0.386,6,22,0.273,18,27,0.667,16,20,12,11,5,2,19,24,53,0.453,4,12,0.333,10,18,0.556,13,24,14,18,7,0,21
2005,137,1277,89,1330,81,N,0,29,51,0.569,3,14,0.214,28,36,0.778,5,25,11,13,9,1,22,26,61,0.426,7,20,0.350,22,26,0.846,10,20,13,15,9,1,29
2005,137,1280,93,1390,70,N,0,32,57,0.561,9,17,0.529,20,26,0.769,10,29,13,9,3,6,19,24,63,0.381,4,18,0.222,18,25,0.720,12,18,9,5,6,3,19
2005,137,1301,75,1150,63,N,0,26,59,0.441,4,19,0.211,19,22,0.864,11,22,14,16,14,8,10,23,58,0.397,8,21,0.381,9,14,0.643,12,24,11,20,8,2,18
2005,137,1314,96,1324,68,N,0,37,58,0.638,12,19,0.632,10,19,0.526,15,24,27,15,9,3,13,25,58,0.431,6,15,0.400,12,18,0.667,11,11,12,10,9,0,16
2005,137,1329,63,1368,50,N,0,18,37,0.486,4,7,0.571,23,29,0.793,8,22,13,17,11,1,13,20,45,0.444,3,10,0.300,7,10,0.700,5,14,10,17,12,2,22
2005,137,1356,65,1388,56,N,0,25,61,0.410,4,12,0.333,11,14,0.786,12,21,12,10,8,2,22,17,51,0.333,4,20,0.200,18,22,0.818,16,26,3,20,2,2,17
2005,137,1436,60,1393,57,N,1,22,59,0.373,7,21,0.333,9,11,0.818,13,17,14,16,10,0,12,23,55,0.418,3,12,0.250,8,9,0.889,14,23,8,24,9,3,12
2005,137,1437,55,1307,47,N,0,15,53,0.283,8,29,0.276,17,24,0.708,18,29,9,20,12,4,15,17,57,0.298,4,25,0.160,9,12,0.750,12,23,6,17,9,4,20
2005,137,1458,57,1320,52,N,0,20,48,0.417,11,26,0.423,6,10,0.600,5,25,14,8,3,2,13,22,53,0.415,4,17,0.235,4,8,0.500,8,27,8,8,4,2,15
2005,138,1112,85,1412,63,N,0,30,57,0.526,7,22,0.318,18,23,0.783,11,28,16,16,7,7,14,21,64,0.328,6,30,0.200,15,18,0.833,15,17,15,14,9,2,22
2005,138,1228,71,1305,59,N,0,26,49,0.531,2,12,0.167,17,20,0.850,6,26,18,16,9,3,18,20,54,0.370,3,9,0.333,16,25,0.640,12,20,10,14,10,1,17
2005,138,1246,69,1153,60,N,0,25,49,0.510,7,12,0.583,12,18,0.667,7,29,16,15,7,5,17,20,61,0.328,7,26,0.269,13,19,0.684,16,21,10,10,4,4,19
2005,138,1403,71,1211,69,N,0,29,59,0.492,4,11,0.364,9,16,0.563,8,24,18,7,7,1,14,29,62,0.468,2,13,0.154,9,18,0.500,17,27,14,13,2,1,17
2005,138,1428,67,1328,58,N,0,22,37,0.595,5,8,0.625,18,28,0.643,9,30,15,20,2,2,19,21,66,0.318,2,19,0.105,14,19,0.737,19,14,3,7,8,3,24
2005,138,1449,97,1334,79,N,0,36,64,0.563,9,23,0.391,16,19,0.842,12,23,17,7,2,3,20,30,67,0.448,8,24,0.333,11,17,0.647,17,14,13,8,4,1,18
2005,138,1452,111,1448,105,N,2,37,70,0.529,7,21,0.333,30,39,0.769,10,25,20,11,5,5,26,36,71,0.507,9,23,0.391,24,36,0.667,17,29,23,18,7,3,28
2005,138,1454,83,1130,75,N,0,26,55,0.473,11,24,0.458,20,22,0.909,10,16,17,16,11,5,26,23,50,0.460,4,11,0.364,25,35,0.714,15,21,16,22,6,2,22
2005,139,1181,63,1280,55,N,0,19,50,0.380,8,21,0.381,17,21,0.810,13,30,8,16,8,6,22,20,62,0.323,4,13,0.308,11,21,0.524,18,21,9,10,7,5,19
2005,139,1257,76,1210,54,N,0,22,42,0.524,10,21,0.476,22,28,0.786,9,28,10,11,1,7,15,20,53,0.377,6,16,0.375,8,10,0.800,7,15,11,7,7,0,21
2005,139,1277,72,1436,61,N,0,27,56,0.482,2,12,0.167,16,22,0.727,12,27,12,9,4,4,16,22,70,0.314,7,22,0.318,10,14,0.714,23,18,5,9,4,0,19
2005,139,1301,65,1163,62,N,0,20,50,0.400,10,20,0.500,15,17,0.882,7,19,13,13,10,4,18,22,52,0.423,2,14,0.143,16,18,0.889,9,22,9,14,3,4,16
2005,139,1314,92,1235,65,N,0,31,65,0.477,8,25,0.320,22,37,0.595,15,35,20,13,14,4,18,27,76,0.355,4,13,0.308,7,17,0.412,20,27,20,17,8,2,23
2005,139,1329,85,1356,77,N,0,25,46,0.543,6,12,0.500,29,33,0.879,8,22,18,14,3,0,23,23,56,0.411,6,19,0.316,25,30,0.833,12,16,14,11,8,0,28
2005,139,1437,76,1196,65,N,0,24,58,0.414,3,11,0.273,25,35,0.714,17,27,10,14,11,4,23,20,52,0.385,7,18,0.389,18,25,0.720,10,24,9,19,6,4,30
2005,139,1458,71,1137,62,N,0,21,46,0.457,7,17,0.412,22,29,0.759,8,22,14,7,5,1,12,23,50,0.460,5,15,0.333,11,14,0.786,7,22,13,10,4,2,24
2005,143,1112,79,1329,78,N,0,31,47,0.660,7,14,0.500,10,17,0.588,8,23,17,14,3,5,17,29,66,0.439,10,23,0.435,10,13,0.769,16,11,17,8,10,0,17
2005,143,1228,77,1454,63,N,0,28,57,0.491,9,20,0.450,12,15,0.800,8,25,20,9,7,2,20,22,57,0.386,7,29,0.241,12,18,0.667,13,22,12,12,4,3,12
2005,143,1257,93,1449,79,N,0,31,56,0.554,11,26,0.423,20,28,0.714,10,34,17,17,8,4,18,28,67,0.418,6,25,0.240,17,28,0.607,13,20,15,11,9,0,25
2005,143,1452,65,1403,60,N,0,24,51,0.471,9,22,0.409,8,13,0.615,11,20,14,18,5,3,15,24,56,0.429,1,8,0.125,11,16,0.688,15,19,10,16,11,1,15
2005,144,1246,62,1428,52,N,0,24,39,0.615,4,13,0.308,10,19,0.526,4,21,10,14,6,2,25,17,41,0.415,4,10,0.400,14,28,0.500,9,16,10,12,5,0,20
2005,144,1277,78,1181,68,N,0,27,65,0.415,5,14,0.357,19,23,0.826,16,22,12,16,13,0,22,22,51,0.431,7,23,0.304,17,24,0.708,9,24,8,22,11,2,22
2005,144,1314,67,1437,66,N,0,20,48,0.417,8,19,0.421,19,24,0.792,12,30,11,17,3,3,24,23,61,0.377,8,28,0.286,12,19,0.632,14,19,7,9,5,5,21
2005,144,1458,65,1301,56,N,0,21,42,0.500,4,10,0.400,19,25,0.760,4,31,7,18,2,0,14,19,50,0.380,9,22,0.409,9,13,0.692,2,19,12,13,10,5,25
2005,145,1228,90,1112,89,N,1,32,71,0.451,16,35,0.457,10,15,0.667,14,18,21,13,12,2,18,32,61,0.525,7,18,0.389,18,21,0.857,12,25,21,17,11,8,10
2005,145,1257,93,1452,85,N,1,32,58,0.552,11,28,0.393,18,29,0.621,15,19,19,11,8,4,18,26,47,0.553,18,27,0.667,15,19,0.789,4,15,23,14,5,2,19
2005,146,1277,94,1246,88,N,2,30,64,0.469,10,19,0.526,24,30,0.800,17,23,15,13,6,3,20,31,69,0.449,9,19,0.474,17,23,0.739,16,21,14,11,7,3,25
2005,146,1314,88,1458,82,N,0,34,64,0.531,5,16,0.313,15,18,0.833,12,21,19,9,5,5,15,30,61,0.492,11,24,0.458,11,13,0.846,10,19,17,12,5,0,17
2005,152,1228,72,1257,57,N,0,27,56,0.482,12,30,0.400,6,8,0.750,10,28,21,7,4,0,12,21,54,0.389,6,20,0.300,9,12,0.750,7,19,10,5,5,4,13
2005,152,1314,87,1277,71,N,0,35,71,0.493,6,20,0.300,11,17,0.647,13,38,18,13,5,6,17,25,74,0.338,7,23,0.304,14,18,0.778,15,27,15,12,10,4,19
2005,154,1314,75,1228,70,N,0,27,52,0.519,9,16,0.563,12,19,0.632,8,26,12,10,4,2,13,27,70,0.386,12,40,0.300,4,6,0.667,17,22,18,8,8,1,18
2006,134,1284,71,1214,49,N,0,27,61,0.443,10,26,0.385,7,9,0.778,7,31,21,9,2,10,11,19,63,0.302,4,15,0.267,7,13,0.538,15,27,7,13,4,4,11
2006,136,1104,90,1266,85,N,0,28,55,0.509,12,23,0.522,22,31,0.710,16,16,15,14,4,3,17,32,61,0.525,7,22,0.318,14,19,0.737,13,15,13,12,9,4,22
2006,136,1130,88,1334,76,N,2,29,57,0.509,6,23,0.261,24,29,0.828,7,23,22,8,12,2,16,26,63,0.413,10,25,0.400,14,18,0.778,14,23,18,15,4,2,22
2006,136,1181,70,1380,54,N,0,24,49,0.490,5,15,0.333,17,20,0.850,9,26,15,20,9,8,11,22,62,0.355,4,13,0.308,6,10,0.600,16,16,8,16,14,4,20
2006,136,1196,76,1375,50,N,0,29,59,0.492,10,25,0.400,8,10,0.800,8,31,21,11,8,7,9,19,55,0.345,9,20,0.450,3,6,0.500,7,24,8,16,7,3,17
2006,136,1203,88,1423,85,N,1,31,66,0.470,10,22,0.455,16,22,0.727,15,19,16,10,6,1,20,32,54,0.593,11,22,0.500,10,18,0.556,8,25,20,15,2,1,22
2006,136,1211,79,1462,75,N,0,26,50,0.520,6,12,0.500,21,27,0.778,8,25,11,10,4,4,25,21,51,0.412,10,28,0.357,23,33,0.697,10,21,14,8,4,1,20
2006,136,1228,78,1102,69,N,0,29,50,0.580,8,22,0.364,12,14,0.857,7,21,17,11,6,1,17,21,41,0.512,13,27,0.481,14,18,0.778,1,14,15,11,7,1,13
2006,136,1231,87,1361,83,N,0,35,71,0.493,8,26,0.308,9,16,0.563,15,16,14,9,11,0,16,31,55,0.564,10,18,0.556,11,15,0.733,10,26,15,16,7,2,19
2006,136,1261,80,1233,64,N,0,27,51,0.529,5,10,0.500,21,27,0.778,9,30,16,18,8,11,17,23,61,0.377,3,18,0.167,15,25,0.600,13,16,6,15,10,3,19
2006,136,1285,87,1305,79,N,0,29,56,0.518,6,12,0.500,23,27,0.852,10,22,18,8,2,2,12,33,70,0.471,5,18,0.278,8,10,0.800,17,19,15,9,5,7,23
2006,136,1397,63,1457,61,N,0,24,53,0.453,5,21,0.238,10,14,0.714,11,22,12,13,6,6,15,22,56,0.393,7,24,0.292,10,17,0.588,15,20,14,15,7,3,15
2006,136,1401,66,1393,58,N,0,20,56,0.357,7,20,0.350,19,22,0.864,14,24,14,10,8,5,19,20,51,0.392,4,19,0.211,14,21,0.667,11,24,12,12,6,2,16
2006,136,1417,78,1125,44,N,0,30,56,0.536,4,13,0.308,14,17,0.824,9,36,20,14,11,4,14,17,59,0.288,4,19,0.211,6,13,0.462,9,18,9,14,8,3,16
2006,136,1449,75,1429,61,N,0,28,59,0.475,12,27,0.444,7,8,0.875,5,17,16,7,11,1,14,25,51,0.490,3,13,0.231,8,10,0.800,9,26,14,22,3,2,14
2006,136,1454,82,1328,74,N,0,25,55,0.455,6,20,0.300,26,32,0.813,10,22,13,12,8,1,15,32,61,0.525,5,14,0.357,5,8,0.625,10,25,18,18,8,4,25
2006,136,1455,86,1371,66,N,0,27,57,0.474,10,22,0.455,22,32,0.688,14,30,19,15,6,3,20,21,61,0.344,6,20,0.300,18,19,0.947,11,25,10,13,10,6,24
2006,137,1112,94,1458,75,N,0,35,59,0.593,5,10,0.500,19,23,0.826,11,25,19,9,9,6,19,25,58,0.431,10,20,0.500,15,22,0.682,12,15,19,10,4,3,17
2006,137,1133,77,1242,73,N,0,23,52,0.442,11,21,0.524,20,32,0.625,11,24,17,16,6,1,17,26,58,0.448,7,18,0.389,14,19,0.737,11,25,11,18,12,1,25
2006,137,1137,59,1116,55,N,0,17,44,0.386,11,21,0.524,14,18,0.778,8,21,10,14,10,2,17,19,47,0.404,2,12,0.167,15,24,0.625,12,20,13,13,4,4,15
2006,137,1163,72,1107,59,N,0,27,46,0.587,8,16,0.500,10,13,0.769,7,21,17,16,6,5,9,24,52,0.462,4,15,0.267,7,8,0.875,8,14,12,12,11,1,14
2006,137,1206,75,1277,65,N,0,29,49,0.592,5,12,0.417,12,26,0.462,10,30,7,14,4,6,10,26,60,0.433,10,26,0.385,3,5,0.600,6,18,17,10,2,2,23
2006,137,1207,54,1320,49,N,0,20,46,0.435,5,19,0.263,9,14,0.643,8,24,15,9,4,4,12,17,48,0.354,7,26,0.269,8,12,0.667,9,22,10,8,4,3,15
2006,137,1246,69,1412,64,N,0,19,61,0.311,5,25,0.200,26,30,0.867,20,27,12,8,2,3,16,25,58,0.431,5,24,0.208,9,17,0.529,13,25,17,10,5,7,20
2006,137,1272,94,1331,78,N,0,37,61,0.607,11,22,0.500,9,16,0.563,12,21,16,13,10,2,21,28,53,0.528,7,15,0.467,15,20,0.750,7,17,14,13,4,4,17
2006,137,1301,58,1143,52,N,0,21,42,0.500,5,16,0.313,11,17,0.647,7,18,10,11,5,1,15,20,47,0.426,5,16,0.313,7,10,0.700,9,17,9,13,7,1,18
2006,137,1314,69,1293,65,N,0,22,48,0.458,5,18,0.278,20,25,0.800,12,25,15,17,10,3,12,25,65,0.385,7,27,0.259,8,12,0.667,17,16,5,13,9,2,19
2006,137,1322,64,1234,63,N,0,23,60,0.383,9,23,0.391,9,14,0.643,14,17,17,11,9,4,21,18,41,0.439,6,18,0.333,21,26,0.808,9,27,10,19,4,5,17
2006,137,1326,70,1172,62,N,0,26,65,0.400,5,22,0.227,13,23,0.565,15,28,10,4,2,4,13,26,68,0.382,5,22,0.227,5,7,0.714,14,30,13,9,1,3,20
2006,137,1338,79,1245,64,N,0,31,46,0.674,6,14,0.429,11,15,0.733,4,24,18,12,4,7,13,23,59,0.390,9,22,0.409,9,13,0.692,14,15,12,10,6,1,19
2006,137,1400,60,1335,52,N,0,18,45,0.400,2,10,0.200,22,26,0.846,14,28,7,11,4,6,14,17,53,0.321,10,27,0.370,8,13,0.615,11,10,10,8,4,1,20
2006,137,1437,58,1284,45,N,0,16,52,0.308,7,25,0.280,19,23,0.826,15,25,7,13,13,1,17,14,41,0.341,4,17,0.235,13,17,0.765,6,25,12,18,7,3,17
2006,137,1452,64,1356,46,N,0,22,50,0.440,11,32,0.344,9,11,0.818,9,22,15,11,8,3,10,20,47,0.426,4,13,0.308,2,4,0.500,6,20,12,15,7,2,14
2006,138,1130,69,1285,56,N,0,27,63,0.429,8,17,0.471,7,9,0.778,15,29,16,8,2,9,11,20,55,0.364,7,20,0.350,9,11,0.818,6,23,19,7,3,3,13
2006,138,1181,74,1203,61,N,0,21,44,0.477,6,16,0.375,26,37,0.703,9,30,12,18,4,10,15,21,68,0.309,5,18,0.278,14,19,0.737,19,20,10,14,8,3,29
2006,138,1196,82,1454,60,N,0,30,56,0.536,8,20,0.400,14,19,0.737,10,31,17,10,6,7,19,22,61,0.361,7,20,0.350,9,17,0.529,14,19,10,11,6,3,18
2006,138,1211,90,1231,80,N,0,28,61,0.459,2,11,0.182,32,41,0.780,14,27,13,7,9,2,14,31,69,0.449,16,36,0.444,2,6,0.333,14,24,18,13,2,3,29
2006,138,1261,58,1401,57,N,0,19,54,0.352,2,12,0.167,18,23,0.783,12,23,5,13,4,6,12,22,53,0.415,6,13,0.462,7,12,0.583,10,26,9,17,7,3,22
2006,138,1417,62,1104,59,N,0,24,47,0.511,9,25,0.360,5,13,0.385,7,14,17,11,5,4,20,19,39,0.487,2,11,0.182,19,25,0.760,10,20,10,15,7,3,15
2006,138,1449,67,1228,64,N,0,17,45,0.378,5,15,0.333,28,39,0.718,8,27,8,11,5,5,17,25,63,0.397,5,18,0.278,9,11,0.818,10,25,15,12,4,0,28
2006,138,1455,80,1397,73,N,0,24,48,0.500,9,15,0.600,23,29,0.793,9,25,16,13,3,2,12,27,67,0.403,10,29,0.345,9,13,0.692,18,20,15,10,9,7,20
2006,139,1133,72,1338,66,N,0,22,59,0.373,2,6,0.333,26,32,0.813,16,24,14,8,8,2,16,25,61,0.410,6,20,0.300,10,11,0.909,12,26,11,14,2,2,23
2006,139,1163,87,1246,83,N,0,31,62,0.500,4,13,0.308,21,30,0.700,13,22,16,12,7,1,16,29,62,0.468,8,24,0.333,17,18,0.944,11,23,15,14,7,1,21
2006,139,1206,65,1314,60,N,0,23,58,0.397,4,16,0.250,15,19,0.789,11,27,14,8,7,2,8,23,64,0.359,10,30,0.333,4,4,1.000,13,27,16,13,3,10,15
2006,139,1207,70,1326,52,N,0,27,58,0.466,6,14,0.429,10,12,0.833,12,25,18,8,6,5,10,19,47,0.404,5,16,0.313,9,9,1.000,3,21,10,11,4,4,14
2006,139,1272,72,1137,56,N,0,23,48,0.479,7,16,0.438,19,26,0.731,7,18,15,9,10,2,20,15,41,0.366,2,12,0.167,24,29,0.828,11,22,8,19,4,0,20
2006,139,1400,75,1301,54,N,0,26,56,0.464,8,19,0.421,15,19,0.789,9,29,17,10,8,3,14,22,56,0.393,3,22,0.136,7,12,0.583,6,22,10,13,7,3,17
2006,139,1437,82,1112,78,N,0,28,52,0.538,9,19,0.474,17,20,0.850,12,19,13,13,6,4,19,28,65,0.431,5,17,0.294,17,20,0.850,20,14,15,10,7,2,19
2006,139,1452,67,1322,54,N,0,18,46,0.391,7,22,0.318,24,33,0.727,8,20,11,14,13,2,15,21,55,0.382,6,20,0.300,6,11,0.545,17,24,13,24,7,3,24
2006,143,1261,62,1181,54,N,0,24,61,0.393,2,7,0.286,12,23,0.522,16,29,14,15,7,9,16,18,65,0.277,5,26,0.192,13,16,0.813,17,27,12,16,9,5,18
2006,143,1272,80,1133,64,N,0,31,60,0.517,6,15,0.400,12,18,0.667,11,30,11,13,10,7,18,20,60,0.333,5,16,0.313,19,27,0.704,14,21,6,17,4,3,18
2006,143,1400,74,1452,71,N,0,28,58,0.483,4,19,0.211,14,20,0.700,17,28,19,13,8,1,12,25,55,0.455,15,33,0.455,6,8,0.750,3,13,19,8,3,1,14
2006,143,1417,73,1211,71,N,0,23,57,0.404,6,21,0.286,21,30,0.700,12,20,12,10,5,4,22,24,51,0.471,3,10,0.300,20,26,0.769,11,26,14,17,3,4,22
2006,144,1163,98,1449,92,N,1,27,51,0.529,10,19,0.526,34,47,0.723,10,32,15,26,7,5,20,34,80,0.425,6,20,0.300,18,23,0.783,17,21,9,17,19,3,33
2006,144,1196,57,1207,53,N,0,19,45,0.422,5,13,0.385,14,17,0.824,9,22,7,12,4,8,14,21,54,0.389,5,21,0.238,6,8,0.750,13,19,15,12,8,4,16
2006,144,1206,63,1455,55,N,0,20,44,0.455,8,16,0.500,15,23,0.652,2,30,12,9,5,5,16,20,64,0.313,3,24,0.125,12,17,0.706,17,26,8,9,4,1,21
2006,144,1437,60,1130,59,N,1,21,60,0.350,4,19,0.211,14,20,0.700,15,21,9,11,11,2,21,23,49,0.469,5,19,0.263,8,17,0.471,11,28,18,21,5,6,21
2006,145,1261,70,1400,60,N,1,28,66,0.424,3,18,0.167,11,16,0.688,9,33,18,10,8,7,13,21,69,0.304,10,29,0.345,8,11,0.727,14,31,14,12,7,7,16
2006,145,1417,50,1272,45,N,0,14,40,0.350,2,8,0.250,20,39,0.513,13,23,7,17,4,2,14,17,54,0.315,2,17,0.118,9,15,0.600,16,25,5,18,8,1,29
2006,146,1196,75,1437,62,N,0,22,54,0.407,4,17,0.235,27,31,0.871,19,34,14,16,2,8,22,18,73,0.247,4,23,0.174,22,27,0.815,26,14,8,6,6,6,24
2006,146,1206,86,1163,84,N,1,30,60,0.500,9,18,0.500,17,25,0.680,15,22,13,11,6,2,17,31,66,0.470,7,22,0.318,15,19,0.789,14,20,15,9,6,7,20
2006,152,1196,73,1206,58,N,0,23,53,0.434,12,25,0.480,15,19,0.789,16,24,8,15,5,4,12,23,56,0.411,2,11,0.182,10,14,0.714,11,16,6,11,8,2,15
2006,152,1417,59,1261,45,N,0,21,51,0.412,5,18,0.278,12,17,0.706,15,27,10,17,10,5,24,16,50,0.320,0,6,0.000,13,28,0.464,14,19,4,15,9,7,18
2006,154,1196,73,1417,57,N,0,26,58,0.448,6,19,0.316,15,20,0.750,9,26,21,6,7,10,13,22,61,0.361,3,17,0.176,10,14,0.714,14,26,11,12,3,1,22
2007,134,1310,77,1197,69,N,0,24,62,0.387,8,27,0.296,21,28,0.750,17,25,10,11,5,2,17,29,64,0.453,4,17,0.235,7,18,0.389,15,27,13,13,6,3,26
2007,136,1130,84,1403,75,N,0,30,57,0.526,8,20,0.400,16,20,0.800,11,24,16,8,3,9,10,30,65,0.462,7,17,0.412,8,9,0.889,11,16,11,6,4,0,15
2007,136,1139,57,1330,46,N,0,19,46,0.413,9,24,0.375,10,16,0.625,9,26,11,11,6,3,15,18,55,0.327,4,20,0.200,6,7,0.857,12,22,4,11,8,4,21
2007,136,1207,80,1125,55,N,0,29,53,0.547,7,16,0.438,15,20,0.750,12,27,17,12,9,4,16,20,56,0.357,6,26,0.231,9,17,0.529,15,15,10,12,6,1,16
2007,136,1231,70,1211,57,N,0,23,58,0.397,9,25,0.360,15,16,0.938,12,33,15,13,3,2,14,19,56,0.339,7,19,0.368,12,16,0.750,6,24,14,10,6,5,17
2007,136,1257,78,1390,58,N,0,25,51,0.490,7,17,0.412,21,28,0.750,8,18,12,13,11,1,25,21,51,0.412,3,12,0.250,13,27,0.481,17,20,10,21,2,1,22
2007,136,1268,82,1172,70,N,0,31,68,0.456,6,17,0.353,14,19,0.737,19,35,19,22,8,4,15,24,70,0.343,10,37,0.270,12,14,0.857,13,22,17,17,13,2,17
2007,136,1277,61,1266,49,N,0,22,41,0.537,4,10,0.400,13,15,0.867,4,24,17,15,6,3,18,15,47,0.319,10,29,0.345,9,15,0.600,12,17,7,15,6,4,19
2007,136,1314,86,1184,65,N,0,37,57,0.649,6,13,0.462,6,11,0.545,11,27,24,22,7,6,8,28,59,0.475,6,22,0.273,3,6,0.500,6,10,14,16,12,1,13
2007,136,1326,78,1148,57,N,0,28,54,0.519,11,20,0.550,11,18,0.611,9,26,14,10,5,2,5,19,53,0.358,10,26,0.385,9,10,0.900,6,21,8,12,4,3,12
2007,136,1338,79,1460,58,N,0,30,55,0.545,10,21,0.476,9,14,0.643,8,36,21,17,3,7,12,23,69,0.333,5,20,0.250,7,12,0.583,13,17,12,8,9,1,15
2007,136,1401,68,1335,52,N,0,24,51,0.471,5,13,0.385,15,27,0.556,11,29,10,8,4,5,13,21,58,0.362,4,20,0.200,6,8,0.750,8,19,8,10,2,1,19
2007,136,1417,70,1451,42,N,0,27,58,0.466,10,19,0.526,6,9,0.667,13,22,18,13,6,5,18,13,38,0.342,1,6,0.167,15,22,0.682,6,19,8,17,5,3,13
2007,136,1433,79,1181,77,N,0,26,61,0.426,9,16,0.563,18,24,0.750,14,17,14,11,13,1,26,27,58,0.466,3,11,0.273,20,32,0.625,18,24,11,17,5,6,19
2007,136,1435,77,1203,44,N,0,26,61,0.426,12,31,0.387,13,16,0.813,15,26,22,11,6,3,22,13,48,0.271,3,14,0.214,15,25,0.600,14,22,6,20,3,5,16
2007,136,1450,70,1331,54,N,0,27,57,0.474,5,13,0.385,11,12,0.917,11,25,12,6,3,8,16,19,53,0.358,6,21,0.286,10,16,0.625,14,20,11,12,3,4,13
2007,136,1462,79,1140,77,N,0,24,56,0.429,8,17,0.471,23,29,0.793,13,24,12,10,3,4,19,29,67,0.433,9,19,0.474,10,13,0.769,15,21,10,10,2,2,23
2007,137,1196,112,1238,69,N,0,43,73,0.589,10,28,0.357,16,27,0.593,24,38,27,12,5,6,13,25,69,0.362,6,22,0.273,13,14,0.929,7,12,10,8,8,1,20
2007,137,1242,107,1310,67,N,0,40,74,0.541,13,22,0.591,14,26,0.538,13,37,29,12,14,7,26,21,66,0.318,2,19,0.105,23,34,0.676,16,27,9,21,12,1,17
2007,137,1246,67,1437,58,N,0,20,44,0.455,5,19,0.263,22,31,0.710,10,27,12,11,5,5,18,18,55,0.327,7,21,0.333,15,20,0.750,10,20,8,8,5,2,22
2007,137,1272,73,1317,58,N,0,25,62,0.403,4,16,0.250,19,27,0.704,20,25,12,16,6,8,19,19,53,0.358,4,10,0.400,16,22,0.727,11,23,12,19,6,5,25
2007,137,1305,77,1166,71,N,1,28,62,0.452,7,20,0.350,14,17,0.824,15,33,16,19,2,9,16,30,71,0.423,3,19,0.158,8,12,0.667,11,20,12,6,10,1,17
2007,137,1332,58,1275,56,N,0,19,44,0.432,5,16,0.313,15,17,0.882,4,20,10,5,3,1,12,21,44,0.477,7,20,0.350,7,10,0.700,3,21,10,7,1,4,15
2007,137,1345,72,1112,63,N,0,24,63,0.381,5,17,0.294,19,29,0.655,19,20,10,8,12,1,18,21,51,0.412,4,15,0.267,17,18,0.944,9,23,16,17,6,6,23
2007,137,1356,61,1221,51,N,0,18,41,0.439,2,12,0.167,23,30,0.767,9,19,11,18,9,3,21,14,42,0.333,1,11,0.091,22,31,0.710,11,19,10,20,9,0,23
2007,137,1397,121,1253,86,N,0,43,73,0.589,14,27,0.519,21,30,0.700,16,27,25,6,11,4,20,32,65,0.492,12,21,0.571,10,14,0.714,9,19,11,13,2,3,23
2007,137,1400,79,1308,67,N,0,25,51,0.490,4,16,0.250,25,26,0.962,9,21,11,15,8,4,14,25,62,0.403,7,25,0.280,10,12,0.833,16,18,14,17,5,0,22
2007,137,1424,67,1210,63,N,0,19,60,0.317,8,30,0.267,21,27,0.778,24,20,15,9,5,5,20,25,61,0.410,3,11,0.273,10,17,0.588,21,20,11,11,6,4,23
2007,137,1425,77,1116,60,N,0,25,50,0.500,4,13,0.308,23,25,0.920,9,30,10,12,8,5,18,21,57,0.368,3,20,0.150,15,20,0.750,10,16,5,11,5,3,20
2007,137,1438,84,1107,57,N,0,30,56,0.536,9,17,0.529,15,18,0.833,15,26,16,8,3,5,14,22,58,0.379,8,26,0.308,5,7,0.714,12,13,16,9,2,4,19
2007,137,1439,54,1228,52,N,0,15,42,0.357,6,14,0.429,18,28,0.643,4,18,11,9,11,4,12,19,45,0.422,6,17,0.353,8,15,0.533,9,28,12,21,3,1,22
2007,137,1457,74,1323,64,N,0,28,62,0.452,8,21,0.381,10,19,0.526,10,33,20,13,5,6,16,28,67,0.418,4,22,0.182,4,13,0.308,12,29,10,13,10,2,22
